hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
161332,2020/07/31,IA,161332,MANNING REGIONAL HEALTHCARE CENTER,1550 SIXTH STREET,MANNING,51455,Critical Access Hospitals,19027,true,12,12,12,-999999,-999999,0,0,0,0,0,12,0,0,0,0,0,0,,,,84,84,84,9,16,0,0,0,0,0,84,0,0,0,0,0,0,,,,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,12,,POINT (-95.075013 41.90665),[C161332-A],7,7,7,7,,,,,,,false
110105,2020/07/31,GA,110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,31768,Short Term,13071,true,98,,,87.5,,10,,,,,88,11.5,,11,,,,,,,196,,,175,,20,,,,,176,23,,22,,,,,,,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,170,,POINT (-83.78307 31.126136),[C110105-A],0,0,0,0,,,,,,,false
190151,2020/07/31,LA,190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE,71269,Short Term,22083,false,49,49,49,19.3,19.3,,,,,,49,-999999,-999999,-999999,-999999,0,0,,,,343,343,343,135,135,,,,,,343,14,14,6,6,0,0,,,,7,7,7,7,7,0,0,0,0,0,7,7,7,5,5,5,5,0,0,0,7,,0,-999999,-999999,0,0,-999999,-999999,0,-999999,27,7,,0,0,0,0,-999999,-999999,-999999,0,0,130,,POINT (-91.747879 32.463963),[C190151-A],7,5,7,5,,,,,,,false
050334,2020/08/07,CA,050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,93901,Short Term,06053,true,281,263,234,136.1,136.1,18,18,17.3,0,0,250,26,26,18.6,18.6,11,10.7,,,,1967,1841,1638,953,953,126,126,121,0,0,1750,182,182,130,130,77,75,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,18,,-999999,,-999999,5,-999999,-999999,-999999,0,0,358,-999999,0,0,0,0,-999999,-999999,0,0,0,0,1017,,POINT (-121.646327 36.659979),[C050334-A],7,7,7,7,,,,,,,false
520013,2020/07/31,WI,520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,EAU CLAIRE,54701,Short Term,55035,true,197,189,132,98,93.9,6.9,6.9,6.1,0,0,140,14,14,7.1,7.1,-999999,-999999,,,,1379,1323,924,686,657,48,48,43,0,0,980,98,98,50,50,16,16,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0,0,0,-999999,0,-999999,0,-999999,0,0,30,21,0,0,-999999,-999999,5,4,-999999,4,0,-999999,225,,POINT (-91.511101 44.793456),[C520013-A],7,7,7,7,,,,,,,false
450809,2020/08/07,TX,450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,78758,Short Term,48453,true,437.4,426.1,409.3,348.6,348.6,22.4,22.4,21.1,0,0,420.6,29.3,25.9,20.6,20.6,9.9,8.6,,,,3062,2983,2865,2440,2440,157,157,148,0,0,2944,205,181,144,144,69,60,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8,0,-999999,0,-999999,-999999,-999999,4,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,1254,,POINT (-97.708006 30.412252),"[C450809-B, C450809-C, C450809-D]",7,7,7,7,,,,,,,false
250128,2020/08/07,MS,250128,PANOLA MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,38606,Short Term,28107,false,96,0,40,31,31,10.1,8.3,7.6,-999999,-999999,48,0,0,0,0,0,0,,,,672,0,80,217,217,71,58,53,13,8,336,0,0,0,0,0,0,,,,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,10,,-999999,,0,-999999,,,0,7,,63,8,,,,,-999999,-999999,,,4,,248,,POINT (-89.915572 34.307063),[C250128-A],7,0,7,0,,,,,,,false
230254,2020/08/07,MI,230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,48307,Short Term,26125,true,159.9,,,93.1,,6.1,6.1,6.1,0,0,159.9,29.6,,14.9,,-999999,-999999,,,,1119,,,652,,43,43,43,0,0,1119,207,,104,,24,24,,,,7,0,0,7,0,7,7,7,7,7,7,7,0,7,0,7,7,0,0,0,10,0,0,0,-999999,0,-999999,6,-999999,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,POINT (-83.149228 42.680882),[C230254-A],7,7,7,7,,,,,,,false
260214,2020/08/07,MO,260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,64012,Short Term,29037,true,48,48,48,25.9,25.9,-999999,-999999,-999999,0,0,48,5.1,5.1,5,5,0,0,,,,336,336,336,181,181,6,6,-999999,0,0,336,36,36,35,35,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,-999999,0,0,0,0,0,0,0,0,13,-999999,0,-999999,0,0,0,0,-999999,0,0,0,525,,,[C260214-A],7,7,7,7,,,,,,,false
050022,2020/07/31,CA,050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,Short Term,06065,true,498,476.9,476.9,337.3,321.9,67.9,67.6,62.1,-999999,0,498,95,75,77.7,63.4,20.7,17.9,,,,3486,3338,3338,2361,2253,475,473,435,-999999,0,3486,665,525,544,444,145,125,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,46,0,-999999,7,5,10,6,8,9,0,0,83,15,0,0,-999999,0,7,-999999,-999999,-999999,0,0,1900,,POINT (-117.380372 33.975679),[C050022-A],7,7,7,7,,,,,,,false
460021,2020/07/31,UT,460021,ST GEORGE REGIONAL HOSPITAL,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,84790,Short Term,49053,true,338,308,254,206.1,192.1,22.6,21.9,19.4,-999999,-999999,284,56,32,31.7,18.6,-999999,-999999,,,,2366,2156,1778,1443,1345,158,153,136,5,5,1988,392,224,222,130,24,23,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,23,0,0,-999999,-999999,-999999,10,6,-999999,0,-999999,50,20,0,12,4,-999999,0,-999999,-999999,0,0,0,867,,POINT (-113.55333 37.09985),[C460021-A],7,7,7,7,,,,,,,false
440003,2020/08/07,TN,440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,37066,Short Term,47165,true,203,193,162,92.9,92.9,14,14,14,0,0,172,18,18,9,9,5.3,5.3,,,,1421,1351,1134,650,650,98,98,98,0,0,1204,126,126,63,63,37,37,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,15,0,-999999,-999999,0,-999999,4,-999999,-999999,0,0,115,-999999,0,0,0,-999999,0,0,-999999,-999999,0,0,691,,POINT (-86.433679 36.391025),[C440003-A],7,7,7,7,,,,,,,false
341305,2020/08/07,NC,341305,SWAIN COUNTY HOSPITAL,45 PLATEAU STREET,BRYSON CITY,28713,Critical Access Hospitals,37173,true,19.5,17,17,8,8,0,0,0,0,0,17,0,0,0,0,0,0,,,,117,102,102,48,48,0,0,0,0,0,102,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,80,,POINT (-83.444688 35.435123),[C341305-A],6,6,6,6,,,,,,,false
100330,2020/08/07,FL,100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,3300 HALIFAX CROSSINGS BLVD,DELTONA,32725,Short Term,12127,true,56.3,60.4,60.4,24.4,24.4,5.7,4.7,4.7,-999999,0,45.3,7.7,7.7,-999999,-999999,-999999,-999999,,,,394,423,423,171,171,40,33,33,7,0,317,54,54,20,20,11,11,,,,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,0,0,0,4,,,,,,,,,4,0,,0,,,,,,,,,0,-999999,,,,[C100330-A],7,5,7,7,,,,,,,false
351303,2020/08/07,ND,351303,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,58540,Critical Access Hospitals,38055,false,25,25,25,12.3,12.3,0,0,0,0,0,25,0,0,0,0,0,0,,,,175,175,175,86,86,0,0,0,0,0,175,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,5,0,0,0,0,0,0,0,-999999,0,0,44,,POINT (-101.411265 47.648343),[C351303-A],7,7,7,7,,,,,,,false
330265,2020/08/07,NY,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,14432,Short Term,36069,true,66,,,29.8,,0,,,,,57,9,,-999999,,,,,,,396,,,179,,0,,,,,342,54,,18,,,,,,,6,0,0,6,0,6,0,0,0,0,6,6,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-77.139252 42.960473),[C330265-A],0,0,0,0,,,,,,,false
220049,2020/08/07,MA,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,01752,Short Term,25017,true,104,104,84,50.2,50.2,-999999,-999999,-999999,0,0,84,15,15,7,7,-999999,-999999,,,,624,624,504,301,301,5,5,4,0,0,504,90,90,42,42,10,6,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,-999999,0,-999999,0,0,0,0,-999999,0,0,0,32,4,0,0,0,-999999,-999999,-999999,0,0,0,0,376,,POINT (-71.554122 42.354178),[C220049-A],6,6,6,6,,,,,,,false
230095,2020/07/31,MI,230095,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,48661,Short Term,26129,false,88,88,88,15.5,15.5,-999999,-999999,0,0,0,88,10,10,-999999,-999999,-999999,0,,,,528,528,528,93,93,-999999,-999999,0,0,0,528,60,60,10,10,5,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,POINT (-84.246244 44.263711),[C230095-A],6,6,6,6,,,,,,,false
120026,2020/08/07,HI,120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,96701,Short Term,15003,true,156,156,128,89.1,89.1,13.6,13.6,12.3,0,0,128,16,16,8,8,4.7,4.7,,,,1092,1092,896,624,624,95,95,86,0,0,896,112,112,56,56,33,33,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,23,-999999,0,-999999,-999999,5,8,5,-999999,0,0,194,18,0,-999999,0,-999999,4,4,4,4,0,-999999,648,,POINT (-157.937675 21.383988),[C120026-A],7,7,7,7,,,,,,,false
490044,2020/08/07,VA,490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,23439,Short Term,51800,true,172,172,172,160.6,160.6,46.3,46.3,36.7,0,0,172,12,12,12,12,6.9,5.9,,,,1204,1204,1204,1124,1124,324,324,257,0,0,1204,84,84,84,84,48,41,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,,,,,,,,,,0,,41,,,,,,,,,38,0,,,POINT (-76.583413 36.773058),[C490044-A],1,1,7,7,,,,,,,false
521327,2020/08/07,WI,521327,WAUPUN MEMORIAL HOSPITAL,620 W BROWN ST,WAUPUN,53963,Critical Access Hospitals,55027,true,45,45,25,9.7,9.7,-999999,-999999,-999999,0,0,25,-999999,-999999,-999999,-999999,-999999,-999999,,,,270,270,150,58,58,9,9,9,0,0,150,21,21,9,9,9,9,,,,6,6,6,6,6,7,7,7,7,7,6,7,7,6,6,7,7,0,0,0,6,0,0,0,0,0,-999999,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,151,,POINT (-88.74573 43.630969),[C521327-A],7,7,7,7,,,,,,,false
271319,2020/07/31,MT,271319,RUBY VALLEY MEDICAL CENTER,321 MADISON ST,SHERIDAN,59749,Critical Access Hospitals,30057,false,5,,,-999999,,,,,,,5,,0,,,0,,,,,20,,,4,,,,,,,20,,0,,,0,,,,,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-112.191453 45.452585),[C271319-A],0,0,0,0,,,,,,,false
390039,2020/07/31,PA,390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,15501,Short Term,42111,true,108,,,39.3,,-999999,-999999,0,0,0,50.9,4.7,,-999999,-999999,0,0,,,,756,,,275,,-999999,-999999,0,0,0,356,33,,23,23,0,0,,,,7,0,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,0,0,0,0,0,-999999,0,328,,POINT (-79.078598 40.007068),[C390039-A],7,7,7,7,,,,,,,false
120006,2020/07/31,HI,120006,ADVENTIST HEALTH CASTLE,640 ULUKAHIKI ST,KAILUA,96734,Short Term,15003,true,160,160,160,68.9,68.9,-999999,-999999,-999999,0,0,160,9,9,5,5,-999999,0,,,,1120,1120,1120,482,482,7,7,-999999,0,0,1120,63,63,35,35,-999999,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,,,,,,,,,,,,25,6,,-999999,-999999,,,,,4,0,,243,,POINT (-157.757142 21.381453),[C120006-A],0,0,4,0,,,,,,,false
331309,2020/08/07,NY,331309,RIVER HOSPITAL CLINICS,4 FULLER STREET,ALEXANDRIA BAY,13607,Critical Access Hospitals,36045,true,20,,,9.1,9.1,0,,,,,0,0,,0,,,,,,,140,,,64,64,0,,,,,0,0,,0,,,,,,,7,0,0,7,7,7,0,0,0,0,7,7,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-75.920121 44.337172),[C331309-A],0,0,0,0,,,,,,,false
360051,2020/07/31,OH,360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,45409,Short Term,39113,true,1701,1701,930,638.4,638.4,76.6,76.6,52.1,0,0,930,158,158,120.7,120.7,22.6,17.4,,,,11907,11907,6510,4469,4469,536,536,365,0,0,6510,1106,1106,845,845,158,122,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,11,-999999,-999999,-999999,-999999,-999999,-999999,0,-999999,0,0,313,77,0,4,7,8,12,19,17,10,0,0,3006,,,"[C360051-A, C360051-C, C360051-B]",7,7,7,7,,,,,,,false
030119,2020/08/07,AZ,030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,85297,Short Term,04013,true,283,271,255,158.3,151.1,32.6,32.6,22.9,0,0,267,24,24,10.1,8.9,5.3,-999999,,,,1981,1897,1785,1108,1058,228,228,160,0,0,1869,168,168,71,62,37,23,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,19,0,0,4,4,5,-999999,-999999,-999999,0,0,106,66,0,4,8,11,13,8,10,12,0,-999999,588,,POINT (-111.75531 33.286696),[C030119-A],7,7,7,7,,,,,,,false
100161,2020/08/07,FL,100161,HCA FLORIDA LAKE MONROE HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,32771,Short Term,12117,true,221,219,219,139.3,137.3,22.7,22.7,18.4,0,0,221,28.6,28.6,27.6,27.6,8.6,7,,,,1547,1533,1533,975,961,159,159,129,0,0,1547,200,200,193,193,60,49,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,14,0,0,0,-999999,-999999,7,-999999,-999999,0,0,110,17,0,-999999,4,-999999,-999999,4,-999999,-999999,0,0,726,,POINT (-81.28356 28.816201),[C100161-A],7,7,7,7,,,,,,,false
050006,2020/07/31,CA,050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,95501,Short Term,06023,true,219,177,140,118.1,117.3,-999999,-999999,-999999,0,0,140,12,12,7.7,7.7,-999999,0,,,,1314,1062,840,827,821,14,14,-999999,0,0,840,72,72,54,54,-999999,0,,,,6,6,6,7,7,7,7,7,7,7,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,-999999,0,0,-999999,4,0,0,-999999,404,,POINT (-124.142039 40.783103),[C050006-A],7,7,7,7,,,,,,,false
131310,2020/08/07,ID,131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,JEROME,83338,Critical Access Hospitals,16053,true,64,56,49,5.1,4.4,-999999,-999999,0,0,0,57,0,0,0,0,0,0,,,,448,392,343,36,31,-999999,-999999,0,0,0,399,0,0,0,0,0,0,,,,7,7,7,7,7,7,5,4,5,4,7,7,4,7,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,88,,POINT (-114.518491 42.729504),[C131310-A],4,4,4,4,,,,,,,false
190190,2020/08/07,LA,190190,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,COLUMBIA,71418,Short Term,22021,false,47,47,47,8.6,8.6,0,0,0,0,0,47,,,,,0,0,,,,329,329,329,60,60,0,0,0,0,0,329,,,,,0,0,,,,7,7,7,7,7,2,2,2,2,2,7,0,0,0,0,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,POINT (-92.076155 32.104142),[C190190-A],7,5,7,7,,,,,,,false
390026,2020/08/07,PA,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,19118,Short Term,42101,true,148,148,148,92.8,92.8,21.6,21.6,6.6,0,0,148,14,14,8.6,8.6,4,-999999,,,,740,740,740,464,464,108,108,33,0,0,740,70,70,43,43,20,7,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,9,,-999999,,,-999999,-999999,-999999,-999999,0,,41,12,,,0,-999999,-999999,0,-999999,5,-999999,,495,,POINT (-75.213174 40.07895),[C390026-A],5,0,3,0,,,,,,,false
050073,2020/08/07,CA,050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,94589,Short Term,06095,true,225.9,153.5,145.7,141,139.7,19.3,19.3,12.6,0,0,147,13,7.3,8.1,6.5,-999999,-999999,,,,1581,921,874,846,838,135,135,88,0,0,882,91,44,57,39,22,21,,,,7,6,6,6,6,7,7,7,6,6,6,7,6,7,6,6,6,0,0,0,12,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,41,22,0,0,-999999,-999999,6,7,-999999,-999999,0,0,830,,POINT (-122.248043 38.128363),[C050073-A],6,6,6,6,,,,,,,false
281336,2020/07/31,NE,281336,YORK GENERAL HOSPITAL,2222 N LINCOLN AVE,YORK,68467,Critical Access Hospitals,31185,false,,,,,,-999999,-999999,-999999,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-999999,,,,,POINT (-97.592959 40.882793),[C281336-A],0,0,0,0,,,,,,,false
450193,2020/07/31,TX,450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,"6720 BERTNER AVE, STE MC1-266",HOUSTON,77030,Short Term,48201,true,24.4,24.4,17,0,0,71.6,71.6,69.3,0,0,17,-999999,-999999,0,0,46,45.6,,,,171,171,119,0,0,501,501,485,0,0,119,15,15,0,0,322,319,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,-999999,-999999,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,353,,POINT (-95.399172 29.708215),[C450193-A],7,7,7,7,,,,,,,false
040084,2020/07/31,AR,040084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,72015,Short Term,05125,true,177,,,82.3,,5,5,5,0,0,177,16,16,9.5,9.5,-999999,-999999,,,,1062,,,494,,30,30,30,0,0,1062,96,96,57,57,14,14,,,,6,0,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,4,0,0,0,0,0,-999999,-999999,-999999,0,0,,0,,0,,,,,,,0,,377,,POINT (-92.58441 34.573421),[C040084-A],6,6,6,0,,,,,,,false
010138,2020/08/07,AL,010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,36925,Short Term,01119,false,31.7,31.6,25.6,11.4,11.4,-999999,-999999,-999999,0,0,25.6,0,0,0,0,0,0,,,,222,221,179,80,80,8,8,15,0,0,179,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,0,0,0,0,,,0,,,,0,,0,0,-999999,63,,0,,0,-999999,0,0,0,60,0,49,,POINT (-88.296865 32.49249),[C010138-A],1,6,1,5,,,,,,,false
100277,2020/07/31,FL,100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,33137,Short Term,12086,true,32,32,32,19.1,19.1,19,19,19,0,0,32,0,0,0,0,0,0,,,,224,224,224,134,134,133,133,133,0,0,224,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,,,,,,,,,-999999,0,,0,,,,,,,,,0,0,,,POINT (-80.191771 25.823068),[C100277-A],7,7,7,7,,,,,,,false
150011,2020/07/31,IN,150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,46952,Short Term,18053,true,119,109,89,59.7,51.4,4.3,4.3,4.1,0,0,99,30,30,6.9,6.9,-999999,-999999,,,,833,763,623,418,360,30,30,29,0,0,693,210,210,48,48,9,9,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,,,,,-999999,0,-999999,0,0,,54,0,,0,0,,0,,,,0,,627,,POINT (-85.665659 40.564406),[C150011-A],7,0,7,0,,,,,,,false
220010,2020/08/07,MA,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,01842,Short Term,25009,true,247,243,168,122.7,120.4,9.3,9.3,0,0,0,172,27,27,11.1,11.1,-999999,0,,,,1729,1701,1176,859,843,65,65,0,0,0,1204,189,189,78,78,14,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,31,0,0,-999999,-999999,5,9,4,10,0,0,879,,,[C220010-A],7,7,7,7,,,,,,,false
